sexo,idade,altura,peso,historico_obesidade_familia,consome_comida_calorica,consome_vegetais,n_refeicoes,come_entre_refeicoes,fuma,consumo_diario_agua,frequencia_atividade_fisica,tempo_usando_eletronicos,consumo_alcool,tipo_transporte
M,40.106145,1.760175,117.651046,sim,sim,2.032883,2.976211,as vezes,nao,1.726109,0.477855,0.0,as vezes,carro
M,18.0,1.8,72.0,sim,sim,2.0,3.0,as vezes,nao,2.0,3.0,0.0,as vezes,carro
F,16.611837,1.830068,43.534531,nao,sim,2.945967,3.0,as vezes,nao,2.953192,2.830911,1.466667,as vezes,transporte publico
M,19.789291,1.820643,85.0,sim,sim,3.0,3.0,as vezes,nao,2.759246,1.763277,0.453314,as vezes,transporte publico
M,16.496978,1.691206,50.0,nao,sim,2.0,1.630846,,nao,2.975528,0.548991,0.369134,as vezes,transporte publico
M,18.128206,1.778447,80.273807,sim,sim,1.570089,3.0,as vezes,nao,2.0,2.707882,0.0,nao,transporte publico
M,18.0,1.784402,108.413119,sim,sim,2.0,2.475444,as vezes,nao,2.655795,1.0,0.169879,nao,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
F,23.090215,1.596586,80.726195,sim,sim,1.518966,1.0,as vezes,nao,2.0,0.0,1.094046,nao,
M,30.003358,1.758355,112.007101,sim,sim,1.750809,3.0,as vezes,nao,2.002871,0.0,0.114457,as vezes,carro
M,18.0,1.751278,86.963628,sim,nao,3.0,3.0,as vezes,nao,2.0,1.271667,0.155278,as vezes,transporte publico
M,23.0,1.753716,106.49141,sim,sim,2.740633,3.0,as vezes,nao,2.081005,0.650235,0.76906,as vezes,transporte publico
F,21.030909,1.71818,133.466763,sim,sim,3.0,3.0,as vezes,nao,1.517215,1.486289,0.937492,as vezes,transporte publico
F,24.320154,1.577921,65.293179,sim,nao,2.03414,2.741413,as vezes,nao,1.996384,1.276552,1.019452,nao,transporte publico
F,19.0,1.7,64.0,sim,,3.0,3.0,nao,nao,3.0,3.0,1.0,nao,transporte publico
F,21.0,1.5,42.3,sim,nao,1.0,1.0,as vezes,nao,,3.0,0.0,nao,transporte publico
M,23.826684,1.783609,120.921535,,sim,2.591292,2.956422,as vezes,nao,2.31083,1.48524,0.281815,,transporte publico
F,32.0,1.67,90.0,,sim,3.0,1.0,as vezes,nao,2.0,2.0,0.0,as vezes,carro
M,20.975973,1.792646,105.619143,sim,sim,2.0,3.0,as vezes,nao,1.025275,0.00203,0.175587,as vezes,transporte publico
F,23.0,1.649736,84.134712,sim,sim,2.334474,1.496776,as vezes,nao,2.776724,0.782416,0.167728,nao,transporte publico
F,37.872971,1.565366,80.0,sim,sim,2.002564,1.974233,as vezes,nao,1.935398,1.649299,0.0,as vezes,carro
F,19.275687,1.623377,82.851318,sim,sim,1.276858,2.918124,as vezes,nao,1.403784,0.552511,1.560402,as vezes,transporte publico
F,18.610761,1.550723,60.628321,nao,sim,2.823179,2.644692,as vezes,nao,1.226764,0.747528,0.008899,as vezes,transporte publico
F,19.755797,1.542328,63.856193,nao,sim,2.628791,,as vezes,,1.512035,0.303722,0.003229,as vezes,transporte publico
M,29.0,1.62,53.0,nao,sim,2.0,3.0,as vezes,nao,,0.0,0.0,as vezes,carro
M,20.156664,1.620109,103.393354,sim,sim,2.766441,1.240424,,nao,1.413218,0.165269,0.862587,nao,transporte publico
M,25.0,1.71,71.0,sim,sim,2.0,3.0,frequentemente,nao,2.0,0.0,0.0,as vezes,moto
F,21.009596,1.714193,131.866734,sim,sim,3.0,3.0,as vezes,nao,1.709556,1.592494,0.925843,as vezes,transporte publico
M,23.975685,1.840039,120.975489,sim,sim,2.598207,2.849347,as vezes,,2.006167,1.52001,0.295685,as vezes,transporte publico
F,19.317148,1.731195,49.650897,nao,sim,2.919751,3.576103,as vezes,nao,1.949308,1.940182,1.0,as vezes,transporte publico
M,31.327609,1.737984,82.523113,sim,sim,,3.071028,as vezes,nao,1.738959,0.090147,0.0,as vezes,carro
F,21.687409,1.604697,68.016472,sim,sim,1.901611,3.266501,nao,,2.926995,0.985872,0.307982,as vezes,transporte publico
M,26.734476,1.816197,119.622764,sim,sim,2.247037,3.0,as vezes,nao,2.718408,0.763595,0.0,as vezes,transporte publico
M,33.174147,1.75015,118.299585,sim,sim,2.218599,3.0,as vezes,nao,2.104337,0.766007,0.262118,as vezes,carro
M,37.084742,1.75,118.07381,sim,sim,2.133964,3.0,as vezes,nao,2.008361,0.202029,0.200516,as vezes,carro
M,39.759575,1.792507,101.780099,sim,sim,2.33361,2.113575,as vezes,nao,,2.998981,1.0,as vezes,carro
F,18.656912,1.574017,41.220175,nao,sim,1.649974,1.513835,as vezes,nao,1.549974,0.227802,1.972926,as vezes,transporte publico
F,25.998646,1.640741,104.808542,sim,sim,3.0,3.0,as vezes,nao,2.653531,0.190061,0.692343,as vezes,transporte publico
F,42.337283,1.64639,86.639861,sim,sim,2.81646,2.27374,as vezes,,1.722063,0.0,0.0,nao,carro
M,19.556729,1.767563,56.307019,sim,sim,2.362918,4.0,as vezes,nao,2.358172,2.0,0.939819,nao,carro
F,19.0,1.556211,42.339767,,sim,3.0,2.0846,as vezes,nao,2.13755,0.196152,0.062488,nao,transporte publico
M,25.0,1.66,68.0,nao,sim,2.0,3.0,as vezes,sim,1.0,1.0,1.0,as vezes,transporte publico
F,24.0,1.7,80.0,sim,sim,2.0,3.0,as vezes,nao,3.0,0.0,0.0,nao,transporte publico
M,21.0,1.709561,,sim,sim,2.0,3.0,as vezes,nao,1.636326,1.0,0.0,as vezes,transporte publico
F,21.0,1.66,57.0,sim,sim,2.0,3.0,frequentemente,nao,1.0,1.0,1.0,nao,transporte publico
M,,1.85,105.0,sim,sim,3.0,3.0,frequentemente,nao,3.0,2.0,,as vezes,transporte publico
F,40.0,1.570811,62.211572,sim,sim,2.253371,3.0,as vezes,nao,2.756916,1.016042,0.213437,as vezes,carro
F,31.0,1.58,68.0,sim,nao,2.0,1.0,,nao,1.0,1.0,0.0,as vezes,transporte publico
F,18.845518,1.753471,80.0,sim,sim,2.0,1.391778,as vezes,nao,2.64548,2.685087,0.97554,nao,transporte publico
F,22.909992,1.700038,80.0,sim,sim,2.0,,as vezes,nao,2.0,0.973114,1.540298,nao,transporte publico
M,23.0,1.8,90.0,sim,sim,1.0,3.0,sempre,nao,2.0,0.0,2.0,frequentemente,transporte publico
F,26.0,1.608283,105.359688,sim,sim,3.0,3.0,as vezes,,2.476002,0.0,0.546345,as vezes,transporte publico
F,26.591628,1.7,78.008388,sim,sim,2.734314,3.0,as vezes,nao,3.0,0.897702,0.908271,frequentemente,
F,20.0,1.58,53.5,sim,sim,,1.0,frequentemente,nao,2.0,1.0,1.0,as vezes,transporte publico
F,22.935612,1.732307,54.835576,sim,sim,3.0,3.0,frequentemente,nao,2.00357,1.25955,0.417116,nao,transporte publico
M,22.675679,1.823765,96.945262,sim,sim,1.588782,2.601675,as vezes,nao,2.469469,1.736538,1.886855,as vezes,transporte publico
F,61.0,,66.0,nao,sim,3.0,3.0,sempre,nao,2.0,1.0,1.0,frequentemente,transporte publico
M,34.161998,1.705682,103.067766,sim,sim,2.562687,2.100918,as vezes,nao,,1.167856,0.412329,nao,transporte publico
F,25.96773,1.603404,105.031908,sim,sim,3.0,3.0,as vezes,nao,1.919473,,0.546137,as vezes,transporte publico
,21.0,1.61,54.5,sim,sim,3.0,3.0,as vezes,nao,3.0,0.0,1.0,as vezes,andando
M,36.67933,1.780725,98.790167,sim,sim,2.540949,1.116401,as vezes,nao,2.929123,2.787319,,frequentemente,carro
F,18.947102,1.518917,60.267427,nao,sim,2.838037,2.737571,as vezes,nao,1.144467,0.753782,1.286844,as vezes,transporte publico
F,24.693108,1.667383,112.982549,sim,sim,3.0,3.0,as vezes,nao,2.887909,0.312923,0.210997,as vezes,transporte publico
M,18.0,1.78,108.0,sim,nao,2.0,3.0,,nao,3.0,1.0,0.0,nao,
F,25.999185,1.568543,102.000122,sim,sim,3.0,3.0,as vezes,nao,1.000544,0.001297,1.0,as vezes,transporte publico
M,27.394123,1.764138,112.323213,sim,sim,1.924632,3.0,as vezes,nao,2.006595,0.1768,0.511694,as vezes,carro
M,21.420537,1.712473,75.0,sim,sim,2.0,3.0,as vezes,nao,1.362642,0.921268,0.139013,as vezes,transporte publico
F,23.099906,1.571812,78.997166,sim,sim,2.0,1.0,as vezes,nao,2.0,0.402614,0.0,nao,transporte publico
F,18.0,1.57,50.0,nao,sim,2.0,3.0,as vezes,nao,1.0,0.0,1.0,as vezes,transporte publico
F,23.0,1.611058,84.191125,sim,sim,2.14128,2.989112,as vezes,nao,2.519841,2.11137,0.013483,nao,transporte publico
F,22.679454,1.62826,82.967937,sim,sim,2.274491,1.0,as vezes,nao,2.2695,0.946461,1.73107,as vezes,transporte publico
M,21.682636,1.818641,105.496975,sim,sim,2.078082,3.0,as vezes,nao,2.895614,0.06275,0.261793,as vezes,transporte publico
M,21.0,1.714253,75.0,sim,sim,2.0,3.0,as vezes,nao,1.081597,1.0,0.0,as vezes,transporte publico
M,21.624552,1.790151,106.320686,sim,sim,2.490776,3.0,as vezes,nao,2.654517,0.112454,0.756339,as vezes,transporte publico
M,23.0,1.715118,81.650778,sim,sim,2.0,1.976744,as vezes,nao,1.628997,0.880584,1.127675,as vezes,transporte publico
M,30.62865,1.766975,118.363376,sim,sim,2.964319,3.0,as vezes,nao,2.377257,0.614959,1.875023,as vezes,carro
F,30.711381,1.536819,65.912688,sim,nao,2.030256,2.948721,as vezes,nao,1.984323,0.986414,0.333673,nao,transporte publico
M,21.0,1.82,67.0,nao,sim,2.0,4.0,sempre,sim,3.0,,2.0,as vezes,andando
F,16.941489,1.551288,54.93242,nao,sim,1.75375,1.296156,as vezes,,2.0,0.110174,1.944675,as vezes,transporte publico
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
M,23.246702,1.652971,93.310284,sim,sim,1.368978,3.0,as vezes,nao,1.953152,0.104707,0.22183,nao,carro
M,22.0,1.74,75.0,sim,,3.0,3.0,frequentemente,nao,1.0,1.0,0.0,nao,carro
F,38.148845,1.557808,79.661693,sim,sim,2.0,3.0,as vezes,nao,1.274774,0.0,0.0,as vezes,carro
F,43.719395,1.584322,80.986496,sim,,2.186322,2.900915,as vezes,nao,2.471033,0.256113,0.0,nao,carro
F,23.421726,1.755467,133.478611,sim,sim,3.0,3.0,,nao,2.843782,1.302507,0.773807,as vezes,transporte publico
M,22.126325,1.717262,98.579156,sim,sim,2.0,2.984523,as vezes,nao,2.263551,2.819661,2.0,nao,transporte publico
M,26.348156,1.830317,117.75701,sim,sim,2.068834,3.0,as vezes,nao,,1.217993,0.038253,as vezes,transporte publico
M,55.24625,1.769269,,nao,sim,2.0,3.0,as vezes,nao,,1.0,0.0,nao,carro
F,20.801791,1.721476,131.042274,,sim,3.0,3.0,as vezes,,1.837184,1.525165,0.926443,as vezes,transporte publico
F,19.091346,1.603923,45.0,nao,nao,3.0,3.0,frequentemente,nao,1.28246,1.60195,0.0,as vezes,transporte publico
F,26.0,1.643355,111.600553,sim,sim,3.0,3.0,as vezes,nao,2.652616,0.0,0.250502,as vezes,transporte publico
F,24.163526,1.64603,49.839685,sim,sim,3.0,3.590039,frequentemente,nao,2.7305,0.107078,0.0,nao,transporte publico
M,29.713169,1.763259,113.215814,sim,sim,2.181057,3.0,as vezes,nao,2.08554,0.0,1.439004,as vezes,carro
M,30.424369,1.699354,100.176866,sim,sim,2.819934,1.91863,as vezes,nao,1.0,1.39302,0.553311,nao,transporte publico
F,25.783865,1.643111,109.910012,sim,sim,3.0,3.0,as vezes,nao,1.530992,0.01586,0.445495,as vezes,transporte publico
M,33.55336,1.699793,103.841672,sim,sim,2.576449,2.419656,as vezes,nao,1.0,1.982379,0.0,nao,transporte publico
F,,1.76,80.0,sim,sim,2.0,1.0,as vezes,nao,3.0,3.0,1.0,nao,transporte publico
M,21.962426,1.696336,75.0,sim,sim,2.0,3.0,as vezes,nao,1.825629,0.699592,0.142056,as vezes,transporte publico
M,18.525834,1.776989,57.275946,sim,sim,2.0,3.747163,as vezes,nao,2.575535,2.0,1.84383,nao,carro
F,19.220108,1.530266,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.954889,0.0,0.907868,as vezes,transporte publico
F,20.0,1.63,64.0,sim,sim,1.0,3.0,sempre,nao,2.0,0.0,2.0,nao,carro
F,19.0,1.65,82.0,sim,sim,3.0,3.0,as vezes,nao,1.0,0.0,1.0,as vezes,transporte publico
F,23.0,1.61082,82.532994,sim,sim,2.09663,2.879541,as vezes,nao,2.432967,1.887012,0.0,nao,transporte publico
,20.074449,1.810427,152.217135,sim,,3.0,3.0,as vezes,nao,2.299156,1.699056,0.729722,as vezes,transporte publico
F,19.0,1.63,58.0,nao,nao,3.0,3.0,as vezes,nao,2.0,0.0,0.0,nao,transporte publico
F,21.082384,1.486484,60.117993,sim,nao,2.0,1.104642,as vezes,nao,1.0,,0.969097,nao,transporte publico
M,25.523127,1.786532,114.534678,sim,sim,2.100177,3.0,as vezes,nao,2.099687,1.281165,0.247332,as vezes,transporte publico
F,22.422674,1.70011,50.173425,,sim,2.674431,3.0,frequentemente,nao,2.453384,1.321624,1.990617,nao,transporte publico
M,25.047945,1.803207,118.332966,sim,sim,1.431346,3.0,as vezes,nao,2.098959,1.110868,0.196952,as vezes,transporte publico
F,22.956845,1.618686,81.281578,sim,sim,,1.073421,as vezes,nao,1.979833,0.022598,0.061282,nao,transporte publico
M,21.086512,1.863685,,sim,sim,2.0,3.0,as vezes,nao,1.005727,0.0,0.798219,as vezes,transporte publico
M,24.079971,1.61981,98.54302,sim,sim,2.95841,2.434347,as vezes,nao,1.0,1.930033,0.754023,nao,transporte publico
M,35.322112,1.78,102.265955,sim,sim,2.787589,1.114564,as vezes,nao,3.0,2.710338,0.572185,as vezes,carro
M,17.0,1.79,57.0,sim,sim,2.0,4.0,frequentemente,nao,2.0,2.0,1.0,nao,transporte publico
M,29.246269,1.758038,112.395309,sim,sim,2.323003,3.0,as vezes,nao,2.155558,0.0,1.251554,as vezes,carro
M,21.0,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
F,19.783234,1.747962,133.936535,sim,sim,3.0,,as vezes,nao,2.84174,,0.775378,as vezes,transporte publico
M,21.797388,1.775584,103.605896,sim,sim,2.121909,3.0,as vezes,nao,2.500556,1.20758,0.0,nao,transporte publico
M,21.620245,1.605314,66.621646,sim,sim,2.357496,3.376717,as vezes,nao,2.184843,1.358185,0.014885,as vezes,transporte publico
F,18.0,1.56,51.0,sim,sim,2.0,4.0,frequentemente,nao,2.0,1.0,0.0,as vezes,transporte publico
M,18.426619,1.777108,57.145917,sim,sim,2.0,3.092116,as vezes,nao,2.426465,2.0,1.839862,nao,
F,37.496175,1.653088,80.0,sim,sim,2.033745,3.0,as vezes,nao,1.517225,0.0,1.517897,nao,carro
M,23.884212,1.713825,83.952968,sim,sim,,2.6648,as vezes,nao,1.810738,0.80989,1.0,as vezes,transporte publico
M,,1.64,78.0,sim,sim,2.0,1.0,as vezes,nao,2.0,0.0,0.0,frequentemente,carro
M,,1.748103,108.308112,sim,sim,2.317459,3.734323,as vezes,nao,1.0,1.628637,0.0,nao,carro
F,27.14823,1.660446,49.558304,sim,sim,2.004146,3.443456,frequentemente,nao,2.020764,1.078719,1.26729,nao,transporte publico
F,38.939448,1.738321,86.934846,nao,sim,2.843709,3.058539,as vezes,nao,1.130079,2.834373,0.044954,as vezes,carro
M,41.0,1.75,116.594351,sim,sim,2.0,2.831771,as vezes,nao,1.725226,0.356288,0.0,as vezes,carro
M,21.544554,1.84998,122.609911,sim,sim,3.0,1.971659,as vezes,nao,1.179254,0.178856,0.0,as vezes,transporte publico
F,26.0,1.652674,111.919155,sim,sim,3.0,3.0,as vezes,nao,2.814517,0.0,0.101598,as vezes,transporte publico
M,21.962219,1.931263,118.20313,sim,,2.0,3.0,as vezes,nao,,0.743593,1.0,as vezes,transporte publico
F,21.633056,1.754174,133.783955,sim,sim,3.0,3.0,as vezes,nao,1.94595,1.493018,0.906611,as vezes,transporte publico
F,26.0,1.631332,111.829957,sim,sim,3.0,3.0,as vezes,nao,2.55975,0.0,0.237307,as vezes,transporte publico
F,18.904037,1.743589,133.281333,sim,sim,3.0,3.0,as vezes,nao,2.684819,1.46525,0.804491,as vezes,transporte publico
M,19.0,1.75,58.0,nao,sim,2.0,3.0,as vezes,nao,2.0,2.0,0.0,,bicicleta
M,24.347414,1.789193,,sim,sim,1.521604,2.174968,as vezes,nao,2.0,0.0,0.632467,as vezes,transporte publico
F,19.0,1.76,79.544998,sim,sim,2.0,1.146794,as vezes,nao,3.0,1.809745,1.690102,frequentemente,transporte publico
F,16.30687,1.616366,67.183128,sim,sim,1.620845,1.0,as vezes,nao,2.0,0.926592,1.657098,nao,transporte publico
F,18.863875,1.560029,71.728069,sim,nao,3.0,3.339914,as vezes,nao,2.0,1.0,1.0,as vezes,transporte publico
M,25.994746,1.811602,106.042142,sim,sim,3.0,3.0,as vezes,nao,2.858171,1.813318,,as vezes,transporte publico
M,23.0,1.799406,106.528811,sim,sim,2.123159,3.0,as vezes,nao,2.415343,,0.569852,as vezes,transporte publico
M,20.432717,1.719342,80.790813,sim,sim,2.215464,2.116195,as vezes,nao,1.80996,1.910577,0.971746,nao,transporte publico
F,18.0,1.5,58.0,nao,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.0,nao,transporte publico
M,26.288417,1.767806,82.694689,sim,sim,1.947405,3.118013,as vezes,nao,2.136159,0.783963,0.88868,nao,transporte publico
M,34.0,1.78,73.0,nao,sim,2.0,3.0,as vezes,nao,2.0,3.0,1.0,as vezes,carro
M,25.151286,1.761519,112.835195,sim,sim,1.289315,3.0,as vezes,nao,2.007348,1.376217,0.001518,as vezes,transporte publico
F,18.0,1.59,40.0,sim,sim,2.0,1.0,frequentemente,nao,1.0,0.0,2.0,nao,transporte publico
F,20.190733,1.680762,125.418548,sim,sim,3.0,3.0,as vezes,nao,1.124366,0.877067,0.552006,as vezes,transporte publico
M,27.394123,1.764138,112.323213,sim,sim,1.924632,3.0,as vezes,nao,2.006595,0.1768,0.511694,as vezes,carro
M,29.506287,1.82697,108.751502,sim,sim,2.0,2.877583,as vezes,nao,2.358038,0.877295,1.817146,as vezes,carro
M,33.015258,1.73196,84.315608,,sim,2.0,3.0,as vezes,nao,2.205911,1.293396,0.0,,carro
F,21.704699,1.787614,137.858254,sim,sim,3.0,3.0,as vezes,nao,2.531456,1.980738,0.835771,as vezes,transporte publico
F,42.189023,1.647768,79.165306,sim,sim,2.0,3.0,as vezes,nao,1.0,,1.48189,nao,carro
F,16.0,1.57,49.0,nao,sim,2.0,4.0,sempre,nao,,0.0,1.0,as vezes,transporte publico
F,27.0,1.6,61.0,nao,sim,,3.0,sempre,nao,2.0,0.0,0.0,as vezes,carro
M,31.327609,1.737984,82.523113,sim,sim,,3.071028,as vezes,nao,1.738959,0.090147,0.0,as vezes,carro
F,18.107092,1.703259,91.499683,sim,sim,1.899793,3.0,as vezes,nao,1.439962,0.9529,0.838847,as vezes,transporte publico
F,18.024744,1.617192,83.121811,sim,sim,2.976509,3.0,as vezes,nao,1.022705,1.02569,0.313016,nao,transporte publico
M,23.154311,1.723072,82.338464,sim,sim,2.315932,2.658478,as vezes,nao,1.568476,0.949976,0.544899,as vezes,transporte publico
M,24.0,1.7,75.0,sim,sim,2.0,3.0,,nao,2.0,,0.0,as vezes,carro
F,37.524551,1.567915,,sim,sim,2.0,3.0,as vezes,nao,2.102976,0.0,0.0,as vezes,carro
F,24.469756,1.663341,113.077187,sim,sim,3.0,3.0,,nao,2.632224,,0.26956,as vezes,transporte publico
F,,1.62686,82.410189,sim,sim,2.640801,1.015488,as vezes,nao,2.022355,0.244749,0.289218,as vezes,transporte publico
F,26.0,1.640125,111.539494,sim,sim,3.0,3.0,as vezes,nao,2.625537,0.0,0.162494,as vezes,transporte publico
M,20.432717,1.719342,80.790813,sim,sim,2.215464,2.116195,as vezes,nao,1.80996,1.910577,0.971746,nao,transporte publico
F,34.044229,1.665807,77.098973,sim,sim,2.976975,1.346987,as vezes,nao,1.868349,0.702538,0.879333,nao,carro
F,18.595614,1.609495,42.656563,nao,sim,2.896562,2.625475,as vezes,nao,2.839558,1.949667,1.253311,nao,transporte publico
M,31.689773,1.76569,120.082941,sim,sim,2.821727,3.0,as vezes,nao,2.173279,1.096556,0.232858,as vezes,carro
,26.0,1.648143,111.950113,sim,sim,3.0,3.0,as vezes,nao,2.786417,0.0,0.079673,as vezes,transporte publico
F,18.947102,1.518917,60.267427,nao,sim,2.838037,2.737571,as vezes,nao,1.144467,0.753782,1.286844,as vezes,transporte publico
,44.0,1.6,80.0,sim,nao,2.0,3.0,as vezes,sim,3.0,0.0,0.0,nao,moto
F,19.220108,1.530266,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.954889,0.0,0.907868,as vezes,transporte publico
F,20.978166,1.721057,132.054793,sim,sim,3.0,3.0,as vezes,nao,1.678791,1.68249,0.818871,as vezes,transporte publico
F,18.91505,1.633316,45.0,nao,sim,3.0,3.0,as vezes,nao,2.924594,1.352558,0.220087,as vezes,transporte publico
F,18.0,1.67,66.0,nao,,3.0,3.0,as vezes,nao,2.0,0.0,0.0,as vezes,transporte publico
F,34.204408,1.664927,80.386078,sim,sim,2.0,,as vezes,nao,2.641642,0.285889,1.50301,nao,carro
F,20.0,1.625236,74.433362,sim,nao,2.522399,1.032887,as vezes,nao,2.397653,2.358699,0.440087,,transporte publico
F,21.082384,1.486484,60.117993,sim,nao,2.0,1.104642,as vezes,nao,1.0,,0.969097,nao,transporte publico
F,18.10682,1.602129,,sim,sim,2.319648,3.0,as vezes,nao,,0.692123,0.30402,nao,transporte publico
M,25.151286,1.761519,112.835195,sim,sim,1.289315,3.0,as vezes,nao,2.007348,1.376217,0.001518,as vezes,transporte publico
M,33.0,1.85,97.92035,sim,sim,2.0,3.0,as vezes,nao,1.117464,1.0,0.663649,as vezes,transporte publico
M,28.377958,1.766946,113.235538,sim,sim,2.314175,3.0,as vezes,nao,2.151809,0.0,1.578517,,carro
F,17.992717,1.618683,67.193585,sim,sim,1.952987,1.0,as vezes,nao,1.334856,0.732276,1.890214,nao,transporte publico
M,34.243146,1.843172,92.69551,sim,sim,2.0,2.271734,as vezes,nao,2.629043,1.0,0.075823,as vezes,carro
M,24.001889,1.614075,100.245302,sim,sim,2.880483,1.703299,as vezes,nao,1.006378,1.076729,1.058007,nao,transporte publico
F,20.700876,1.68838,121.889803,sim,sim,3.0,3.0,as vezes,nao,1.353167,1.093679,0.534553,as vezes,transporte publico
M,41.0,1.75,115.806977,sim,sim,2.0,2.701521,as vezes,nao,1.142644,0.514225,0.0,nao,
M,25.0,1.89,75.0,nao,nao,3.0,3.0,,nao,2.0,3.0,0.0,nao,transporte publico
M,31.0,1.76,75.0,sim,nao,3.0,3.0,sempre,nao,3.0,3.0,0.0,nao,bicicleta
M,30.444081,1.761068,118.370628,sim,sim,2.571274,3.0,as vezes,nao,2.224164,1.018158,1.152899,as vezes,carro
F,23.0,1.710129,50.079991,sim,sim,2.0,3.0,frequentemente,nao,2.685842,0.373186,2.0,nao,transporte publico
M,22.975526,1.701986,95.0,sim,sim,2.0,3.0,as vezes,nao,2.02127,1.814869,1.066603,nao,transporte publico
F,37.455752,1.508908,63.183846,sim,sim,2.048582,1.047197,as vezes,nao,2.0,0.15136,0.22596,as vezes,carro
F,18.83919,1.624831,69.975607,sim,sim,2.253998,2.752318,as vezes,nao,2.328331,0.815509,0.024088,nao,transporte publico
F,25.783865,1.643111,109.910012,sim,sim,3.0,3.0,as vezes,nao,1.530992,0.01586,0.445495,as vezes,transporte publico
F,18.535075,1.688025,45.0,nao,sim,3.0,3.0,as vezes,nao,3.0,2.539762,1.283673,nao,transporte publico
F,27.0,1.55,,nao,sim,2.0,3.0,as vezes,nao,1.0,0.0,1.0,as vezes,carro
F,20.534606,1.758372,79.469513,sim,sim,2.8557,1.0,as vezes,nao,2.663861,2.762711,0.783336,as vezes,transporte publico
F,25.0,1.57,55.0,nao,sim,2.0,1.0,,nao,2.0,2.0,0.0,as vezes,transporte publico
F,21.566815,1.748533,133.94608,sim,sim,3.0,3.0,as vezes,nao,2.833566,1.413239,0.862724,as vezes,transporte publico
F,40.951591,,80.0,sim,sim,2.0,1.105617,as vezes,nao,1.372811,1.629432,0.0,as vezes,carro
F,23.0,1.710182,50.287967,sim,sim,2.0,,frequentemente,nao,2.099863,1.63581,2.0,nao,transporte publico
F,26.0,1.622418,110.676343,sim,sim,3.0,3.0,as vezes,nao,2.691584,0.0,0.425473,as vezes,transporte publico
F,16.38009,1.617124,67.913561,sim,sim,2.851664,1.0,as vezes,nao,2.0,0.977929,1.765321,nao,transporte publico
F,22.0,1.65,65.0,sim,sim,2.0,3.0,frequentemente,nao,2.0,1.0,,nao,carro
M,,1.7,50.0,nao,sim,1.0,4.0,frequentemente,nao,1.0,2.0,1.0,as vezes,transporte publico
M,25.2984,1.827279,120.996074,sim,sim,3.0,3.0,as vezes,nao,3.0,1.110215,0.396352,as vezes,transporte publico
F,18.0,1.62,68.0,nao,nao,2.0,1.0,as vezes,nao,,0.0,2.0,nao,transporte publico
F,20.891491,1.748313,133.573787,sim,sim,3.0,3.0,as vezes,nao,2.874336,1.624981,0.825609,as vezes,transporte publico
F,21.0,1.55,50.0,nao,sim,2.0,3.0,as vezes,nao,2.0,0.0,0.0,as vezes,transporte publico
M,18.0,1.751278,86.963628,sim,nao,3.0,3.0,as vezes,nao,2.0,1.271667,0.155278,as vezes,transporte publico
F,25.991886,1.580968,102.003378,sim,sim,3.0,3.0,as vezes,nao,1.003563,0.008127,1.0,as vezes,transporte publico
M,18.260079,1.801848,104.741914,sim,sim,2.0,3.0,as vezes,nao,3.0,1.783858,0.0,nao,transporte publico
F,28.830558,1.7,78.0,sim,sim,,3.0,as vezes,nao,1.699971,1.727114,1.0,frequentemente,carro
M,30.607546,1.757132,118.565568,sim,sim,2.918113,3.0,as vezes,nao,2.240463,1.076248,1.480875,as vezes,carro
,20.534089,1.861358,115.39792,sim,,2.0,3.0,as vezes,nao,3.0,0.987591,1.914531,as vezes,transporte publico
M,29.509151,1.770663,112.471118,sim,sim,2.303041,3.0,as vezes,nao,2.065817,,0.725222,as vezes,carro
M,39.656559,1.789992,98.021766,sim,sim,2.043359,2.209314,as vezes,nao,2.785804,1.259613,0.669616,as vezes,carro
F,18.0,1.56,55.0,nao,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.0,frequentemente,carro
M,36.67933,1.780725,98.790167,sim,sim,2.540949,1.116401,as vezes,nao,2.929123,2.787319,,frequentemente,carro
F,26.0,1.643332,110.824698,sim,sim,3.0,3.0,as vezes,nao,2.709654,0.0,,as vezes,transporte publico
F,21.022206,1.73995,135.693381,sim,,3.0,3.0,as vezes,nao,1.663213,1.094035,0.786665,as vezes,transporte publico
M,17.570089,1.7,83.199034,sim,nao,2.097373,2.547086,as vezes,nao,1.538626,1.0,0.761898,nao,transporte publico
F,21.012569,1.758628,78.370039,sim,sim,3.0,1.0,as vezes,nao,2.0,2.971832,0.0,as vezes,transporte publico
F,38.683794,1.501993,,,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.0,as vezes,carro
M,20.0,1.9,91.0,sim,sim,3.0,4.0,as vezes,nao,3.0,2.0,0.0,as vezes,andando
F,37.471683,1.549812,,sim,sim,2.0,2.765213,as vezes,nao,,1.350001,0.0,as vezes,carro
M,,1.803132,106.329569,sim,sim,2.348745,3.0,as vezes,nao,2.096751,0.544564,0.67688,as vezes,transporte publico
